#DataThief \\file\Usersi$\ids29\Home\Desktop\S2023 Fig (1) - bottom panel.png Monday 20-Nov-2023 6:51:33 PM
-8.7989, 4369.2003
-8.7873, 4326.5561
-8.7816, 4284.3194
-8.7703, 4242.5036
-8.7589, 4160.0757
-8.7473, 4119.4725
-8.7417, 4119.4807
-8.7303, 4039.443
-8.7189, 4000.0172
-8.7074, 3960.9763
-8.7017, 3922.3085
-8.6903, 3884.0259
-8.6787, 3846.1171
-8.6674, 3808.5782
-8.6617, 3771.3981
-8.6503, 3734.5885
-8.6388, 3698.1381
-8.6274, 3626.2868
-8.6217, 3626.294
-8.6103, 3555.8385
-8.5988, 3521.1328
-8.5874, 3486.7658
-8.5817, 3452.7273
-8.5703, 3419.028
-8.5588, 3352.5995
-8.5474, 3319.8774
-8.5417, 3287.4682
-8.5302, 3255.3818
-8.5188, 3223.6086
-8.5074, 3160.9769
-8.5017, 3160.9832
-8.4902, 3099.5682
-8.4788, 3069.3158
-8.4674, 3009.6819
-8.4617, 3009.6879
-8.4502, 2951.2124
-8.4388, 2922.408
-8.4274, 2865.6282
-8.4217, 2865.6341
-8.4102, 2809.9574
-8.3988, 2782.5316
-8.3874, 2728.4697
-8.3817, 2701.8338
-8.3702, 2675.4634
-8.3588, 2623.4816
-8.3474, 2597.8759
-8.3416, 2572.5149
-8.3302, 2547.4067
-8.3188, 2497.9129
-8.3074, 2473.5328
-8.3016, 2449.3857
-8.2902, 2425.4792
-8.2788, 2378.3544
-8.2673, 2355.1412
-8.2616, 2332.1498
-8.2502, 2286.8383
-8.2388, 2264.5183
-8.2273, 2220.5208
-8.2216, 2220.5253
-8.2102, 2177.3825
-8.1988, 2156.1308
-8.1873, 2114.2392
-8.1816, 2093.5996
-8.1702, 2073.1656
-8.1588, 2032.8859
-8.1473, 2013.0446
-8.1416, 1993.3928
-8.1302, 1973.9369
-8.1188, 1935.5852
-8.1073, 1916.6935
-8.1016, 1897.9823
-8.0902, 1861.1063
-8.0787, 1842.9415
-8.0673, 1807.1349
-8.0616, 1807.1385
-8.0502, 1772.0275
-8.0387, 1754.7321
-8.0273, 1720.6393
-8.0216, 1720.6427
-8.0102, 1687.2122
-7.9987, 1670.7447
-7.9872, 1638.2837
-7.9816, 1638.287
-7.9702, 1606.4566
-7.9586, 1590.7772
-7.9473, 1559.8699
-7.9416, 1559.873
-7.9302, 1529.5661
-7.9186, 1514.6373
-7.9073, 1485.2093
-7.9016, 1485.2122
-7.8901, 1456.3559
-7.8787, 1442.1416
-7.8673, 1414.1221
-7.8616, 1414.125
-7.85, 1386.6498
-7.8387, 1373.1158
-7.8273, 1346.4375
-7.8216, 1346.4402
-7.8101, 1320.2801
-7.7987, 1307.3939
-7.7873, 1294.6334
-7.7816, 1281.995
-7.7701, 1269.4825
-7.7587, 1244.8176
-7.7473, 1232.6679
-7.7416, 1220.6343
-7.7301, 1208.7207
-7.7187, 1185.2364
-7.7073, 1173.6683
-7.7015, 1162.2107
-7.6901, 1150.8673
-7.6787, 1139.6346
-7.6673, 1117.4925
-7.6615, 1117.4948
-7.6501, 1095.7829
-7.6387, 1085.0878
-7.6272, 1074.4971
-7.6215, 1064.0077
-7.6101, 1053.6228
-7.5987, 1033.1519
-7.5872, 1023.0681
-7.5815, 1013.0807
-7.5701, 1003.1928
-7.5587, 993.4015
-7.5472, 974.1006
-7.5415, 974.1025
-7.5301, 955.1766
-7.5187, 945.8538
-7.5072, 936.6221
-7.5015, 927.4787
-7.4901, 918.4263
-7.4787, 900.5822
-7.4672, 891.7923
-7.4615, 883.0864
-7.4501, 874.4673
-7.4386, 865.9324
-7.4272, 849.1081
-7.4215, 849.1098
-7.4101, 840.8223
-7.3986, 824.4859
-7.3872, 816.4388
-7.3815, 808.4685
-7.37, 800.5777
-7.3586, 785.0232
-7.3472, 777.3613
-7.3415, 769.7725
-7.3301, 762.2594
-7.3186, 747.4494
-7.3072, 740.1541
-7.3014, 732.9285
-7.29, 725.7751
-7.2786, 711.6739
-7.2671, 704.7278
-7.2615, 697.8481
-7.25, 691.037
-7.2386, 677.6108
-7.2272, 670.9971
-7.2215, 664.4468
-7.21, 657.9617
-7.1985, 645.1781
-7.1872, 638.881
-7.1815, 632.6441
-7.17, 626.4694
-7.1586, 614.2977
-7.1472, 608.302
-7.1415, 602.3636
-7.13, 590.6602
-7.1186, 584.8953
-7.1072, 573.5312
-7.1015, 567.9324
-7.09, 562.3893
-7.0786, 551.4626
-7.0672, 540.7482
-7.0614, 540.7492
-7.05, 530.2429
-7.0386, 525.0677
-7.0272, 514.866
-7.0214, 509.8399
-7.01, 504.8638
-6.9986, 495.0547
-6.9872, 485.4363
-6.9814, 485.4373
-6.97, 476.0057
-6.9586, 466.7572
-6.9471, 462.2017
-6.9414, 457.6896
-6.93, 448.7971
-6.9186, 440.0774
-6.9071, 431.5271
-6.9014, 427.3144
-6.89, 423.1437
-6.8786, 414.9224
-6.8671, 406.8609
-6.8614, 402.889
-6.85, 395.0613
-6.8386, 387.3856
-6.8271, 383.6046
-6.8214, 379.8598
-6.81, 372.4795
-6.7986, 365.2426
-6.7871, 358.1461
-6.7814, 354.65
-6.77, 351.1885
-6.7586, 344.3652
-6.7471, 337.6745
-6.7414, 334.378
-6.73, 327.8814
-6.7186, 321.511
-6.7071, 309.1378
-6.7014, 306.1199
-6.69, 300.1723
-6.6785, 294.3402
-6.6671, 288.6215
-6.6614, 283.0133
-6.65, 277.5146
-6.6385, 272.1227
-6.6271, 269.4668
-6.6214, 266.8362
-6.6099, 256.5671
-6.5986, 251.5823
-6.5871, 249.1268
-6.5814, 244.286
-6.5699, 239.5396
-6.5586, 232.5922
-6.5471, 228.0732
-6.5413, 225.8467
